iter	Logloss
231	0.4065534363
232	0.4064781087
233	0.406427528
234	0.4063414205
235	0.4062581642
236	0.4061586042
237	0.4060551816
238	0.4059912095
239	0.4058835624
240	0.4057948187
241	0.4056935439
242	0.4055750137
243	0.4055321931
244	0.4054155114
245	0.4053096357
246	0.405195686
247	0.4051041681
248	0.4050330651
249	0.4049503682
250	0.4048508475
251	0.4047466896
252	0.4046271188
253	0.4044684739
254	0.4043736863
255	0.4042730059
256	0.4041980881
257	0.4040644502
258	0.4039480475
259	0.4038535345
260	0.403733426
261	0.4036022412
262	0.4034807725
263	0.403375667
264	0.4032252386
265	0.4030573542
266	0.4029511065
267	0.4028465271
268	0.4027238828
269	0.4025823074
270	0.4024602676
271	0.4023592166
272	0.4022465413
273	0.4021333066
274	0.4020413964
275	0.401923802
276	0.4018276033
277	0.401739733
278	0.4016021932
279	0.4014867554
280	0.4013966529
281	0.4013084775
282	0.4012343023
283	0.4011663935
284	0.4010304638
285	0.4009455319
286	0.4008718276
287	0.4007871195
288	0.4007082621
289	0.4006144104
290	0.4005040501
291	0.4004054972
292	0.4002888489
293	0.4001463754
294	0.3999995393
295	0.3999140756
296	0.3998227583
297	0.399645813
298	0.3995344311
299	0.3994400402
300	0.3993531451
301	0.3992008115
302	0.3990820283
303	0.3989936247
304	0.3988348389
305	0.3987448295
306	0.3985709853
307	0.3984082554
308	0.3982927958
309	0.3982336077
310	0.3981193165
311	0.3980086437
312	0.3979351705
313	0.3978018857
314	0.397718904
315	0.397592788
316	0.3974808437
317	0.3973917963
318	0.3972913484
319	0.3971617737
320	0.397032616
321	0.3969526687
322	0.3969061352
323	0.3968288996
324	0.396747345
325	0.3966095668
326	0.3964540638
327	0.3963721284
328	0.3962254551
329	0.3960830688
330	0.3959896022
331	0.3958647301
332	0.3958186093
333	0.395679083
334	0.3955770176
335	0.3954864749
336	0.3952902643
337	0.395230569
338	0.3951967061
339	0.3950642976
340	0.3949420718
341	0.3948882446
342	0.3948302932
343	0.3947441392
344	0.3946611561
345	0.3945873297
346	0.3944590134
347	0.3944049726
348	0.3942944409
349	0.394181972
350	0.3941165452
351	0.3940262989
352	0.3938596308
353	0.3937671233
354	0.3936141372
355	0.3935108948
356	0.3934038682
357	0.3933354216
358	0.3932529718
359	0.3931089812
360	0.3930147051
361	0.3929141889
362	0.3927825434
363	0.3926858259
364	0.3925362433
365	0.3923946577
366	0.3922331906
367	0.392110385
368	0.3919497245
369	0.3918632057
370	0.391759504
371	0.3916672291
372	0.3915897798
373	0.3914486084
374	0.3913570266
375	0.3912812398
376	0.3911871033
377	0.3910636495
378	0.3909410197
379	0.3908035656
380	0.3906924831
381	0.3905677258
382	0.3904738057
383	0.3903387931
384	0.3902408999
385	0.3901392154
386	0.3900973104
387	0.3899788193
388	0.3899280701
389	0.3898651675
390	0.3898032692
391	0.3896471485
392	0.3896003215
393	0.3894624997
394	0.3893234297
395	0.3892319859
396	0.3890927894
397	0.3889902213
398	0.3888971659
399	0.3887174959
400	0.3886302069
401	0.3885529102
402	0.3885088138
403	0.3884113828
404	0.3883048183
405	0.388223207
406	0.388147567
407	0.3879807449
408	0.3878782596
409	0.3877789539
410	0.3876563212
411	0.3875359846
412	0.3874540144
413	0.3873976571
414	0.3873079354
415	0.3872234512
416	0.387087818
417	0.3870132068
418	0.3869040542
419	0.3867954683
420	0.3866960827
421	0.3865614886
422	0.3864207793
423	0.3863162784
424	0.3862619382
425	0.3862010774
426	0.3861147505
427	0.3860271476
428	0.3859765058
429	0.3858755842
430	0.3857345639
431	0.385633093
432	0.3855433146
433	0.3854501052
434	0.3853545096
435	0.3852254377
436	0.3851047073
437	0.3850574021
438	0.384990711
439	0.3848775766
440	0.3847323289
441	0.3846777518
442	0.3846014404
443	0.3844854606
444	0.3843857945
445	0.3843033898
446	0.3842177807
447	0.3841078041
448	0.3839934416
449	0.3838561154
450	0.383760158
451	0.3836496887
452	0.3835809559
453	0.3834530829
454	0.383346764
455	0.3832375546
456	0.383112559
457	0.3830756051
458	0.3829938325
459	0.3829122794
460	0.3828109683
461	0.3827240397
462	0.3826817569
463	0.3825994873
464	0.3824999738
465	0.3824190354
466	0.3823407215
467	0.382263916
468	0.3821822263
469	0.3821178836
470	0.3820371283
471	0.381978581
472	0.3819222369
473	0.3818178522
474	0.3817334842
475	0.3816458028
476	0.3815259734
477	0.3814649251
478	0.3813688442
479	0.3812868914
480	0.3812329131
481	0.3811560509
482	0.3810438727
483	0.3809332348
484	0.3808690476
485	0.3807978138
486	0.3807176819
487	0.3805700785
488	0.3805064043
489	0.380430991
490	0.3803432297
491	0.3802277847
492	0.3801483489
493	0.3800613956
494	0.380019957
495	0.3799361078
496	0.3798469238
497	0.3797542608
498	0.3796713533
499	0.379527816
500	0.3794586211
501	0.3793320065
502	0.379225631
503	0.3790871844
504	0.3789659264
505	0.3788910915
506	0.3788427284
507	0.3787110073
508	0.3786066778
509	0.3784634152
510	0.3783380607
511	0.3782335627
512	0.3781686329
513	0.3780644241
514	0.3780395639
515	0.3778931827
516	0.3777614165
517	0.3776962367
518	0.3776689482
519	0.3775346418
520	0.3774837981
521	0.3774233122
522	0.3773777844
523	0.3772751465
524	0.3772386155
525	0.3771428702
526	0.3770627616
527	0.3769528344
528	0.3768454285
529	0.376728411
530	0.3766281637
531	0.3765679815
532	0.3764352388
533	0.3763347517
534	0.3762357207
535	0.3760970067
536	0.3760316714
537	0.3759176825
538	0.3758621477
539	0.3757965408
540	0.3756869478
541	0.3755916675
542	0.3754962405
543	0.3754223255
544	0.3753020397
545	0.3752229832
546	0.3751313578
547	0.3750269456
548	0.3749153617
549	0.3748639817
550	0.3747743182
551	0.3747287743
552	0.3746942923
553	0.3745858082
554	0.3744921948
555	0.3744339396
556	0.3743942392
557	0.374352433
558	0.3742798622
559	0.3742162606
560	0.3741334272
561	0.373961497
562	0.3738704398
563	0.3738217178
564	0.373728924
565	0.3736442101
566	0.3734857759
567	0.3733276033
568	0.3732912234
569	0.3731797427
570	0.3730734093
571	0.3729811677
572	0.3728862886
573	0.3728181138
574	0.3727581613
575	0.3726515009
576	0.3725161089
577	0.3724155361
578	0.3723358358
579	0.3722298439
580	0.372170012
581	0.3721200634
582	0.371981005
583	0.3718916917
584	0.3718353475
585	0.3717258591
586	0.3716176729
587	0.3715210644
588	0.3714551508
589	0.3713091242
590	0.3712269738
591	0.3711436593
592	0.3710957424
593	0.3710001134
594	0.3708870791
595	0.3707318202
596	0.3706165524
597	0.3705480754
598	0.3704618966
599	0.3703679112
600	0.3702907991
601	0.3702167475
602	0.3701631281
603	0.3701073739
604	0.3700105111
605	0.3698973011
606	0.3698437892
607	0.3697542071
608	0.3696547561
609	0.3695794925
610	0.3695195167
611	0.3694587693
612	0.3693968055
613	0.3692501526
614	0.3691428005
615	0.3690637541
616	0.3690063404
617	0.3689475621
618	0.3688919765
619	0.3687951864
620	0.3687116772
621	0.3686385498
622	0.3685896345
623	0.3685100766
624	0.3684814497
625	0.3684271139
626	0.368323434
627	0.3682468029
628	0.3681606678
629	0.368072193
630	0.3679724179
631	0.3678675566
632	0.3677653285
633	0.3677133048
634	0.3676526228
635	0.3675975167
636	0.3675354527
637	0.3674342128
638	0.3673429624
639	0.3672359401
640	0.367198543
641	0.3671340608
642	0.3670373869
643	0.3669810268
644	0.3669171404
645	0.3667800918
646	0.3666796134
647	0.3665924058
648	0.3665487584
649	0.3664576794
650	0.3663905509
651	0.3662909807
652	0.3662226185
653	0.3661200256
654	0.3659949007
655	0.365903765
656	0.3658556504
657	0.365753774
658	0.3656614278
659	0.3655740574
660	0.3654957552
661	0.3654057021
662	0.3653335164
663	0.3652928772
664	0.3651983337
665	0.365078699
666	0.3649709516
667	0.3648401635
668	0.3647626721
669	0.364636944
670	0.36458297
671	0.3644947989
672	0.3644337739
673	0.3643416966
674	0.3642343387
675	0.3641581319
676	0.3640659151
677	0.3639804411
678	0.3638926697
679	0.363863165
680	0.363748432
681	0.3636481948
682	0.3635041809
683	0.3634213184
684	0.3633260919
685	0.3632171108
686	0.3631322981
687	0.3630420765
688	0.3629143415
689	0.3628147481
690	0.3627496556
691	0.3626673075
692	0.362594154
693	0.3624795997
694	0.3623829273
695	0.362319038
696	0.3622275303
697	0.3620927357
698	0.3620296137
699	0.3619494803
700	0.3618744565
701	0.3617986101
702	0.3617215794
703	0.3615582813
704	0.3614996643
705	0.3614281427
706	0.3612934585
707	0.361202503
708	0.3610948021
709	0.3610414342
710	0.3609560155
711	0.3608727998
712	0.3608103376
713	0.3607586975
714	0.3607069063
715	0.3605755804
716	0.3605161845
717	0.3604662229
718	0.3603618106
719	0.3602913528
720	0.3602077695
721	0.3601261292
722	0.3600498236
723	0.3599616583
724	0.3598960658
725	0.3598663417
726	0.3597536592
727	0.3596554958
728	0.3596056272
729	0.359513887
730	0.3594501328
731	0.3593730861
732	0.3592921549
733	0.3592215213
734	0.3591757914
735	0.3590498628
736	0.3589789603
737	0.3588667515
738	0.3587774266
739	0.3586553781
740	0.3585722351
741	0.3585281648
742	0.3584301612
743	0.3583447818
744	0.3583117022
745	0.3582193705
746	0.3581552124
747	0.3580728571
748	0.3580145947
749	0.3579423247
750	0.3578240691
751	0.3577590971
752	0.3576293146
753	0.3575400696
754	0.3574470447
755	0.3573566604
756	0.3572601115
757	0.357141635
758	0.3570002093
759	0.3569127517
760	0.3568466811
761	0.3567658561
762	0.3566883036
763	0.3565523188
764	0.3564480809
765	0.3563677557
766	0.356341156
767	0.3562968692
768	0.3562433806
769	0.3561197757
770	0.3560041649
771	0.3559291469
772	0.3558570586
773	0.3558197472
774	0.3557921564
775	0.3557237026
776	0.35568017
777	0.3556184489
778	0.3555340169
779	0.3554246245
780	0.3553270511
781	0.3552341221
782	0.3551400699
783	0.3550481131
784	0.3549704401
785	0.3548871954
786	0.3548277254
787	0.3547784845
788	0.3547118065
789	0.3546894328
790	0.3546688828
791	0.3545928025
792	0.354504024
793	0.354421115
794	0.3543710443
795	0.3542539092
796	0.354196587
797	0.3541680879
798	0.3541375689
799	0.3540518174
800	0.3539740586
801	0.3538475574
802	0.353776325
803	0.3537339608
804	0.3536388303
805	0.353576278
806	0.3534848415
807	0.3534038391
808	0.3532733285
809	0.3531557356
810	0.3530665952
811	0.3529904756
812	0.3529332203
813	0.3529051848
814	0.352832396
815	0.3527760867
816	0.3526593279
817	0.3525439351
818	0.3524778849
819	0.3524363185
820	0.3523731777
821	0.3523011475
822	0.3522759559
823	0.3521983802
824	0.3521003709
825	0.3520684989
826	0.3520000799
827	0.3519498349
828	0.3518590349
829	0.3517729172
830	0.3516619931
831	0.3516331031
832	0.351547138
833	0.35150615
834	0.3514288722
835	0.3513583011
836	0.3512845735
837	0.3512231809
838	0.3511749326
839	0.3510897711
840	0.3510487744
841	0.3509603083
842	0.3509101766
843	0.3508278852
844	0.350786515
845	0.3506617257
846	0.3505805533
847	0.3504775187
848	0.350354453
849	0.3502757002
850	0.3501705918
851	0.3501318083
852	0.3500062459
853	0.3499257914
854	0.3498678531
855	0.3498181123
856	0.3497393159
857	0.3496612869
858	0.3496004304
859	0.3495259269
860	0.3494525146
861	0.3493935053
862	0.3493241868
863	0.3492692639
864	0.3491631688
865	0.3491077532
866	0.3490192304
867	0.3489094776
868	0.3488161708
869	0.3487356059
870	0.3486566046
871	0.3485810808
872	0.3485131647
873	0.3484172363
874	0.3483507937
875	0.3482988906
876	0.3482361305
877	0.3481956206
878	0.3480871567
879	0.3479953686
880	0.347930324
881	0.3478064866
882	0.3476919672
883	0.3476406192
884	0.3475858024
885	0.3475223316
886	0.3474145697
887	0.3473448443
888	0.3472570873
889	0.3471722092
890	0.3471073885
891	0.3470369611
892	0.3469863863
893	0.3469051979
894	0.3468814465
895	0.3467885989
896	0.3467352411
897	0.3466622474
898	0.3466011745
899	0.3465412365
900	0.3464734526
901	0.3463906453
902	0.3462872968
903	0.3462117716
904	0.3461650783
905	0.3461228536
906	0.3460239723
907	0.3459508943
908	0.3458902559
909	0.3458469907
910	0.3457599691
911	0.3456531924
912	0.3455856861
913	0.3455174851
914	0.3454128825
915	0.3453513111
916	0.3452996245
917	0.3452724275
918	0.3451796032
919	0.3451017907
920	0.3450244373
921	0.3449714443
922	0.3449001465
923	0.3448432356
924	0.3447626764
925	0.3447029739
926	0.3446857997
927	0.3446264692
928	0.3445744542
929	0.3445169242
930	0.3444497855
931	0.3443867827
932	0.3442955729
933	0.3442292335
934	0.3441207334
935	0.3440258557
936	0.3439419745
937	0.3439052386
938	0.3438319455
939	0.3437690255
940	0.3437270174
941	0.3436704102
942	0.3435910499
943	0.3435181027
944	0.3435049293
945	0.343444317
946	0.3433377947
947	0.3432714975
948	0.3432595288
949	0.3432230326
950	0.3432213556
951	0.3431521984
952	0.3430474694
953	0.3429645284
954	0.3429060611
955	0.3428278663
956	0.3427799189
957	0.3427213077
958	0.3426514326
959	0.3425652117
960	0.3425090608
961	0.3424633324
962	0.3423800964
963	0.3422932231
964	0.3422271685
965	0.3421027411
966	0.3420069754
967	0.3418718465
968	0.3417892776
969	0.3417664766
970	0.3417075631
971	0.3416445443
972	0.3415840323
973	0.3414959455
974	0.3413993763
975	0.341322379
976	0.3412332793
977	0.3411650856
978	0.3410445804
979	0.3409854678
980	0.3409278259
981	0.340856749
982	0.3408204927
983	0.3407591364
984	0.3406835066
985	0.3406396891
986	0.3405680978
987	0.3404556841
988	0.3403717927
989	0.340283145
990	0.3402289734
991	0.3401991417
992	0.3401232779
993	0.3400875404
994	0.3400285441
995	0.3399542643
996	0.3399203172
997	0.3398423026
998	0.3397772507
999	0.3397021891
